categorias,codigo_categoria,codigo_cliente_fornecedor,codigo_lancamento_integracao,codigo_lancamento_omie,codigo_tipo_documento,data_emissao,data_previsao,data_registro,data_vencimento,distribuicao,id_conta_corrente,id_origem,nCodOS,numero_documento,numero_documento_fiscal,numero_parcela,numero_pedido,operacao,retem_cofins,retem_csll,retem_inss,retem_ir,retem_iss,retem_pis,status_titulo,tipo_agrupamento,valor_cofins,valor_csll,valor_documento,valor_ir,valor_pis,boleto.cGerado,boleto.cNumBancario,boleto.cNumBoleto,boleto.dDtEmBol,boleto.nPerJuros,boleto.nPerMulta,info.cImpAPI,info.dAlt,info.dInc,info.hAlt,info.hInc,info.uAlt,info.uInc,cNumeroContrato,codigo_barras_ficha_compensacao,bloqueado,bloquear_baixa,valor_iss,bloquear_exclusao,codigo_vendedor,Minha Empresa Nome,Minha Empresa CNPJ
"[{'codigo_categoria': '1.01.01', 'percentual': 100, 'valor': 500}]",1.01.01,1800441150,,1964202225,BOL,21/12/2022,31/01/2023,21/12/2022,27/12/2022,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 10, 'nValDep': 50}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.5, 'nValDep': 62.5}, {'cCodDep': '1800170850', 'cDesDep': 'Sucesso do Cliente', 'nPerDep': 10, 'nValDep': 50}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 20, 'nValDep': 100}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 20, 'nValDep': 100}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 20, 'nValDep': 100}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 7.5, 'nValDep': 37.5}]",1801365323,VENR,1964142015.0,RPS 1001,202200000001245,001/001,1142,01,S,S,N,S,N,S,RECEBIDO,I,15.0,5.0,500.0,7.5,3.25,N,,,,1,2,N,17/02/2023,21/12/2022,17:57:08,20:47:04,P000424166,P000424166,583,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 100, 'valor': 345}]",1.01.01,1800441195,,1964202239,BOL,21/12/2022,27/12/2022,21/12/2022,27/12/2022,[],1801365323,VENR,1964143473.0,RPS 1002,202200000001246,001/001,1144,01,S,S,N,S,N,S,RECEBIDO,I,10.35,3.45,345.0,5.18,2.24,S,109/00291276-6,291276,21/12/2022,1,2,N,28/12/2022,21/12/2022,09:01:31,20:47:11,P000424166,P000424166,598,34191.09008 29127.660321 89964.000007 3 92120000032378,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 100, 'valor': 510}]",1.01.01,1800441173,,1964202262,BOL,21/12/2022,27/12/2022,21/12/2022,27/12/2022,[],1801365323,VENR,1964197057.0,RPS 1003,202200000001247,001/001,1145,01,S,S,N,S,N,S,RECEBIDO,I,15.3,5.1,510.0,7.65,3.32,S,109/00291277-4,291277,21/12/2022,1,2,N,28/12/2022,21/12/2022,09:01:31,20:47:17,P000424166,P000424166,585,34191.09008 29127.740321 89964.000007 1 92120000047863,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 100, 'valor': 165}]",1.01.01,1801298131,,1964202271,BOL,21/12/2022,30/12/2022,21/12/2022,27/12/2022,[],1801365323,VENR,1964198011.0,RPS 1004,202200000001248,001/001,1147,01,S,S,N,N,N,S,RECEBIDO,I,4.95,1.65,165.0,,1.07,S,109/00291278-2,291278,28/12/2022,1,2,N,30/12/2022,21/12/2022,09:13:20,20:47:24,P000424166,P000424166,599,34191.09008 29127.820321 89964.000007 7 92150000015733,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 100, 'valor': 327.5}]",1.01.01,1800441199,,1964202285,BOL,21/12/2022,27/12/2022,21/12/2022,27/12/2022,[],1801365323,VENR,1964199410.0,RPS 1005,202200000001249,001/001,1148,01,S,S,N,N,N,S,CANCELADO,I,9.83,3.28,327.5,,2.13,N,,,,1,2,N,29/12/2022,21/12/2022,08:36:17,20:47:30,P000424166,P000424166,718,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 100, 'valor': 690}]",1.01.01,1800441195,,1964208194,BOL,21/12/2022,21/12/2022,21/12/2022,21/12/2022,[],1801365323,VENR,1964208177.0,RPS 1006,202200000001250,001/001,1149,01,S,S,N,S,N,S,RECEBIDO,I,20.7,6.9,690.0,10.35,4.49,S,109/00291280-8,291280,22/12/2022,1,2,N,23/12/2022,21/12/2022,08:27:41,21:45:17,P000424166,P000424166,598,34191.09008 29128.080321 89964.000007 1 92060000066073,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 100, 'valor': 362.5}]",1.01.01,1801298143,,1964347245,BOL,22/12/2022,29/12/2022,22/12/2022,27/12/2022,[],1801365323,VENR,1964347006.0,RPS 1007,202200000001251,001/001,1151,01,S,S,N,N,N,S,RECEBIDO,I,10.88,3.63,362.5,,2.36,N,,,,1,2,N,27/02/2023,22/12/2022,09:08:54,15:52:19,P000516964,P000516964,623,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 100, 'valor': 322.5}]",1.01.01,1801298147,,1964347371,BOL,22/12/2022,29/12/2022,22/12/2022,27/12/2022,[],1801365323,VENR,1964346345.0,RPS 1008,202200000001252,001/001,1150,01,S,S,N,N,N,S,RECEBIDO,I,9.68,3.23,322.5,,2.1,N,,,,1,2,N,30/12/2022,22/12/2022,09:21:01,15:53:08,P000424166,P000516964,624,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.98', 'percentual': 100, 'valor': 250}]",1.01.98,1964565841,,1964597514,BOL,23/12/2022,26/12/2022,23/12/2022,26/12/2022,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 12.5, 'nValDep': 31.25}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.5, 'nValDep': 31.25}, {'cCodDep': '1800170850', 'cDesDep': 'Sucesso do Cliente', 'nPerDep': 10, 'nValDep': 25}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 20, 'nValDep': 50}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 20, 'nValDep': 50}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 20, 'nValDep': 50}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 5, 'nValDep': 12.5}]",1801365323,VENR,1964597390.0,RPS 1009,202200000001253,001/001,1153,01,N,N,N,N,N,N,RECEBIDO,I,,,250.0,,,S,109/00291283-2,291283,23/12/2022,1,2,N,02/02/2023,23/12/2022,14:56:23,16:14:52,P000424166,P000424166,100,34191.09008 29128.320321 89964.000007 8 92110000025000,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.98', 'percentual': 100, 'valor': 426.66}]",1.01.98,1964565841,,1964598009,BOL,23/12/2022,26/12/2022,23/12/2022,26/12/2022,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 12.5, 'nValDep': 53.33}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.5, 'nValDep': 53.33}, {'cCodDep': '1800170850', 'cDesDep': 'Sucesso do Cliente', 'nPerDep': 10, 'nValDep': 42.67}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 20, 'nValDep': 85.33}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 20, 'nValDep': 85.33}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 20, 'nValDep': 85.33}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 5, 'nValDep': 21.34}]",1801365323,VENR,1964597855.0,RPS 1010,202200000001254,001/001,1154,01,N,N,N,N,N,N,RECEBIDO,I,,,426.66,,,S,109/00291284-0,291284,23/12/2022,1,2,N,02/02/2023,23/12/2022,14:50:58,16:15:22,P000516964,P000424166,101,34191.09008 29128.400321 89964.000007 1 92110000042666,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 350}]",1.01.02,1824573295,,1964598225,BOL,23/12/2022,23/12/2022,23/12/2022,23/12/2022,[],1801365323,VENR,1964597985.0,RPS 1011,202200000001255,001/001,1155,01,N,N,N,N,N,N,RECEBIDO,I,,,350.0,,,S,109/00291285-7,291285,23/12/2022,1,2,N,28/12/2022,23/12/2022,09:01:31,16:15:36,P000424166,P000424166,1143,34191.09008 29128.570321 89964.000007 9 92080000035000,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 350}]",1.01.02,1964565841,,1964598295,BOL,23/12/2022,26/12/2022,23/12/2022,26/12/2022,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 12.5, 'nValDep': 43.75}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.5, 'nValDep': 43.75}, {'cCodDep': '1800170850', 'cDesDep': 'Sucesso do Cliente', 'nPerDep': 10, 'nValDep': 35}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 20, 'nValDep': 70}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 20, 'nValDep': 70}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 20, 'nValDep': 70}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 5, 'nValDep': 17.5}]",1801365323,VENR,1964598050.0,RPS 1012,202200000001256,001/001,1156,01,N,N,N,N,N,N,CANCELADO,I,,,350.0,,,N,,,,1,2,N,18/04/2023,23/12/2022,17:28:19,16:15:43,P000424166,P000424166,2022/00010,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 97.477775, 'valor': 4715}, {'codigo_categoria': '1.04.99', 'percentual': 2.522225, 'valor': 122}]",,1801298119,,1964599154,BOL,23/12/2022,29/12/2022,23/12/2022,13/01/2023,[],1801365323,VENR,1964598175.0,"RPS 25, 1013",202200000001257,001/001,1157,01,S,S,N,S,N,S,RECEBIDO,I,141.45,47.15,4837.0,70.73,30.65,N,,,,1,2,N,30/12/2022,23/12/2022,09:17:57,16:18:07,P000424166,P000424166,584,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.98', 'percentual': 100, 'valor': 133.33}]",1.01.98,1964565841,,1964599213,BOL,23/12/2022,26/12/2022,23/12/2022,26/12/2022,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 12.5, 'nValDep': 16.67}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.5, 'nValDep': 16.67}, {'cCodDep': '1800170850', 'cDesDep': 'Sucesso do Cliente', 'nPerDep': 10, 'nValDep': 13.33}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 20, 'nValDep': 26.67}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 20, 'nValDep': 26.67}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 20, 'nValDep': 26.67}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 5, 'nValDep': 6.65}]",1801365323,VENR,1964598280.0,RPS 1014,202200000001258,001/001,1158,01,N,N,N,N,N,N,RECEBIDO,I,,,133.33,,,S,109/00291288-1,291288,23/12/2022,1,2,N,02/02/2023,23/12/2022,14:56:49,16:18:14,P000424166,P000424166,98,34191.09008 29128.810321 89964.000007 2 92110000013333,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 350}]",1.01.02,1800441551,,1973192133,BOL,28/12/2022,29/12/2022,28/12/2022,29/12/2022,[],1801365323,VENR,1973192084.0,RPS 1015,202200000001259,001/001,1159,01,N,N,N,N,N,N,RECEBIDO,I,,,350.0,,,S,109/00291293-1,291293,28/12/2022,1,2,N,30/12/2022,28/12/2022,09:13:19,15:53:04,P000424166,P000424166,1126,34191.09008 29129.310321 89964.000007 6 92140000035000,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 233.33}]",1.01.02,1800441551,,1973192541,BOL,28/12/2022,29/12/2022,28/12/2022,29/12/2022,[],1801365323,VENR,1973192376.0,RPS 1016,202200000001260,001/001,1160,01,N,N,N,N,N,N,RECEBIDO,I,,,233.33,,,S,109/00291294-9,291294,28/12/2022,1,2,N,30/12/2022,28/12/2022,09:13:19,15:55:52,P000424166,P000424166,1126,34191.09008 29129.490321 89964.000007 2 92140000023333,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.98', 'percentual': 100, 'valor': 250}]",1.01.98,1964565841,,1980364953,BOL,02/01/2023,25/01/2023,02/01/2023,25/01/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 10, 'nValDep': 25}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 10, 'nValDep': 25}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.5, 'nValDep': 31.25}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 20, 'nValDep': 50}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 20, 'nValDep': 50}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 20, 'nValDep': 50}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 7.5, 'nValDep': 18.75}]",1801365323,VENR,1980364855.0,RPS 1017,202300000000001,001/001,1161,01,N,N,N,N,N,N,CANCELADO,I,,,250.0,,,N,,,,1,2,N,18/04/2023,02/01/2023,17:31:13,11:08:39,P000424166,P000516964,100,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.99', 'percentual': 100, 'valor': 520}]",1.01.99,1800441489,,1980365258,BOL,02/01/2023,10/03/2023,02/01/2023,20/01/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 10, 'nValDep': 52}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 10, 'nValDep': 52}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.5, 'nValDep': 65}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 20, 'nValDep': 104}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 20, 'nValDep': 104}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 20, 'nValDep': 104}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 7.5, 'nValDep': 39}]",1801365323,VENR,1980364864.0,RPS 1018,202300000000002,001/001,1162,01,S,S,N,N,N,S,ATRASADO,I,15.6,5.2,520.0,,3.38,N,,,,1,2,N,09/05/2023,02/01/2023,09:08:51,11:08:54,P000516964,P000516964,1006,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.99', 'percentual': 100, 'valor': 520}]",1.01.99,1801298196,,1980365380,BOL,02/01/2023,20/01/2023,02/01/2023,20/01/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 10, 'nValDep': 52}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 10, 'nValDep': 52}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.5, 'nValDep': 65}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 20, 'nValDep': 104}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 20, 'nValDep': 104}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 20, 'nValDep': 104}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 7.5, 'nValDep': 39}]",1801365323,VENR,1980364871.0,RPS 1019,202300000000003,001/001,1163,01,N,N,N,N,N,N,RECEBIDO,I,,,520.0,,,S,109/00291297-2,291297,02/01/2023,1,2,N,10/03/2023,02/01/2023,16:32:06,11:09:02,P000516964,P000516964,1007,34191.09008 29129.720321 89964.000007 4 92360000052000,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.99', 'percentual': 100, 'valor': 292.5}]",1.01.99,1801298200,,1980365446,BOL,02/01/2023,20/01/2023,02/01/2023,20/01/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 10, 'nValDep': 29.25}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 10, 'nValDep': 29.25}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.5, 'nValDep': 36.56}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 20, 'nValDep': 58.5}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 20, 'nValDep': 58.5}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 20, 'nValDep': 58.5}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 7.5, 'nValDep': 21.94}]",1801365323,VENR,1980364877.0,RPS 1020,202300000000004,001/001,1164,01,N,N,N,N,N,N,RECEBIDO,I,,,292.5,,,S,109/00291298-0,291298,02/01/2023,1,2,N,14/03/2023,02/01/2023,12:20:46,11:09:10,P000516964,P000516964,1008,34191.09008 29129.800321 89964.000007 3 92360000029250,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.99', 'percentual': 100, 'valor': 390}]",1.01.99,1801298205,,1980365491,BOL,02/01/2023,21/03/2023,02/01/2023,20/01/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 10, 'nValDep': 39}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 10, 'nValDep': 39}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.5, 'nValDep': 48.75}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 20, 'nValDep': 78}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 20, 'nValDep': 78}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 20, 'nValDep': 78}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 7.5, 'nValDep': 29.25}]",1801365323,VENR,1980364883.0,RPS 1021,202300000000005,001/001,1165,01,N,N,N,N,N,N,RECEBIDO,I,,,390.0,,,S,109/00291299-8,291299,20/03/2023,1,2,N,22/03/2023,02/01/2023,09:23:52,11:09:17,P000516964,P000516964,1009,34191.09008 29129.980321 89964.000007 3 92960000039000,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.98', 'percentual': 100, 'valor': 426.66}]",1.01.98,1964565841,,1980365531,BOL,02/01/2023,25/01/2023,02/01/2023,25/01/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 10, 'nValDep': 42.67}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 10, 'nValDep': 42.67}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.5, 'nValDep': 53.33}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 20, 'nValDep': 85.33}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 20, 'nValDep': 85.33}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 20, 'nValDep': 85.33}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 7.5, 'nValDep': 32}]",1801365323,VENR,1980364891.0,RPS 1022,202300000000006,001/001,1166,01,N,N,N,N,N,N,CANCELADO,I,,,426.66,,,N,,,,1,2,N,18/04/2023,02/01/2023,17:29:56,11:09:25,P000424166,P000516964,101,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.99', 'percentual': 100, 'valor': 520}]",1.01.99,1801298209,,1980365566,BOL,02/01/2023,20/01/2023,02/01/2023,20/01/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 10, 'nValDep': 52}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 10, 'nValDep': 52}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.5, 'nValDep': 65}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 20, 'nValDep': 104}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 20, 'nValDep': 104}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 20, 'nValDep': 104}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 7.5, 'nValDep': 39}]",1801365323,VENR,1980364900.0,RPS 1023,202300000000007,001/001,1167,01,N,N,N,N,N,N,RECEBIDO,I,,,520.0,,,S,109/00291301-2,291301,02/01/2023,1,2,N,14/03/2023,02/01/2023,09:23:40,11:09:32,P000424166,P000516964,1010,34191.09008 29130.120321 89964.000007 1 92360000052000,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.99', 'percentual': 100, 'valor': 520}]",1.01.99,1801298214,,1980365599,BOL,02/01/2023,17/03/2023,02/01/2023,20/01/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 10, 'nValDep': 52}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 10, 'nValDep': 52}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.5, 'nValDep': 65}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 20, 'nValDep': 104}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 20, 'nValDep': 104}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 20, 'nValDep': 104}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 7.5, 'nValDep': 39}]",1801365323,VENR,1980364912.0,RPS 1024,202300000000008,001/001,1168,01,S,S,N,S,N,S,RECEBIDO,I,15.6,5.2,520.0,7.8,3.38,S,109/00291302-0,291302,17/03/2023,1,2,N,20/03/2023,02/01/2023,08:58:34,11:09:40,P000516964,P000516964,1011,34191.09008 29130.200321 89964.000007 2 92920000048802,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.99', 'percentual': 100, 'valor': 520}]",1.01.99,1801298218,,1980365645,BOL,02/01/2023,20/01/2023,02/01/2023,20/01/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 10, 'nValDep': 52}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 10, 'nValDep': 52}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.5, 'nValDep': 65}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 20, 'nValDep': 104}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 20, 'nValDep': 104}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 20, 'nValDep': 104}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 7.5, 'nValDep': 39}]",1801365323,VENR,1980364920.0,RPS 1025,202300000000009,001/001,1169,01,N,N,N,N,N,N,RECEBIDO,I,,,520.0,,,S,109/00291303-8,291303,02/01/2023,1,2,N,10/03/2023,02/01/2023,15:06:54,11:09:48,P000516964,P000516964,1012,34191.09008 29130.380321 89964.000007 7 92360000052000,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.99', 'percentual': 100, 'valor': 520}]",1.01.99,1801298222,,1980365711,BOL,02/01/2023,20/01/2023,02/01/2023,20/01/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 10, 'nValDep': 52}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 10, 'nValDep': 52}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.5, 'nValDep': 65}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 20, 'nValDep': 104}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 20, 'nValDep': 104}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 20, 'nValDep': 104}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 7.5, 'nValDep': 39}]",1801365323,VENR,1980364928.0,RPS 1026,202300000000010,001/001,1170,01,N,N,N,N,N,N,RECEBIDO,I,,,520.0,,,S,109/00291304-6,291304,02/01/2023,1,2,N,10/03/2023,02/01/2023,16:48:45,11:09:57,P000516964,P000516964,1013,34191.09008 29130.460321 89964.000007 2 92360000052000,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.99', 'percentual': 100, 'valor': 520}]",1.01.99,1801298226,,1980365769,BOL,02/01/2023,20/01/2023,02/01/2023,20/01/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 10, 'nValDep': 52}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 10, 'nValDep': 52}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.5, 'nValDep': 65}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 20, 'nValDep': 104}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 20, 'nValDep': 104}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 20, 'nValDep': 104}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 7.5, 'nValDep': 39}]",1801365323,VENR,1980364944.0,RPS 1027,202300000000011,001/001,1171,01,N,N,N,N,N,N,RECEBIDO,I,,,520.0,,,N,109/00291305-3,291305,,1,2,N,10/03/2023,02/01/2023,13:36:14,11:10:06,P000516964,P000516964,1014,,,,,,,E-contábil,42.974.955/0001-90
